"id","name","founded","address","lat","lng"
"d1ee30018751cca1da4220dfc1d5e49e","Gruter",2006,"South Korea, Seoul",37.566,126.9784
"d5001967050066b0e7e869033260bd3f","Guavus",2006,,,
"7eecad33a6200f436b32517b37602a7d","Inflection",2006,"United States, Redwood City",37.48522,-122.23635
"1e4247e81069905836e51dc2fe2fdf79","NEOFI Solutions",2006,"France, Paris",48.85341,2.3488
"e121555a079f350d8d38af42f3217ffd","Ontology Systems",2006,"United Kingdom, London",51.50853,-0.12574
"efcf3c1c00396851dcd06f900aebe886","Oricane",2006,"Sweden, Luleå",65.58415,22.15465
"1bde71d05632174e146f3bfbaa716e39","Pattern Insight",2006,"United States, Mountain View",37.4028,-122.0526
"10c3f4c610fdad9fde3f36ae22a858c0","Saylent Technologies",2006,"United States, Franklin",45.04682,-73.90047
"acd2ff58e1759650493173be0d5c3718","Starschema Ltd",2006,"Hungary, Budapest",47.49801,19.03991
"9fd78f243605697f2bd1ac9332a31729","VisualDNA",2006,"United Kingdom, London",51.2253,-2.6127
"ac77fed7056829edd27526a3e8944944","AccelOps",2007,"United States, Santa Clara",22.40694,-79.96472
"e08f104e469237e71d604ac12100f695","aiHit",2007,"United Kingdom, Staines-upon-thames",51.43092,-0.50606
"3e9e6bfbcde8641de5c07e29a95d76e1","Appnovation Technologies",2007,"Canada, Vancouver",49.2804,-123.1097
"946e028fe203f46e92bc962fb7fa0f78","Automated Insights",2007,"United States, Durham",35.99403,-78.89862
"0ad1c238f8d459f29cb47ec1e3bd51f7","Cloudmeter",2007,"United States, Mountain View",38.00881,-122.11746
"6a1646b161529f265b9f481a80882057","Evolv",2007,"United States, San Francisco",9.99299,-84.12934
"acf66ce76259b6186d3799aca540bd03","First Insight",2007,"United States, Warrendale",45.61262,-122.01564
"1e1f6cad26cc0f4902ceea50a818eccb","InfoTrellis",2007,"Canada, Toronto",43.70011,-79.4163
"70af6d2f4f23c94a04f748857284ed95","ListenLogic",2007,"United States, Conshohocken",40.076,-75.2877
"3f1b15e85fd9488ecba083972c56682a","LiveAction",2007,"United States, Santa Clara",22.40694,-79.96472
"b00481b6b27739ef60bac4aa3ee1406f","LumenData",2007,"United States, Santa Clara",22.40694,-79.96472
"00db752612f0e85857d55abb5453ceb6","Nakkeb",2007,"United States, Westminster",39.83665,-105.0372
"ff219e606ee695800ab6c73ec69c0768","NorthBay Solutions",2007,"United States, Cambridge",-37.9,175.46667
"55272742915869f131a1364322caff54","Ooyala",2007,"United States, Santa Clara",22.40694,-79.96472
"cf5eff57af39e6773afbd2555a47675a","Qlucore",2007,"United States, Sweden",33.37904,-81.1351
"6deced4e20ac736424dff81ba2e2fe1e","Sematext",2007,"United States, Brooklyn",40.6501,-73.94958
"b878aa041909980474c22ae710d604b7","StatSheet",2007,"United States, Durham",35.7998,-78.8722
"87f5fb02a58e7ff99bbd2dfd63308f8c","Switch Concepts",2007,"United Kingdom, Southampton",50.9196,-1.491
"0e77a6323973d53f0750bf85f88d2c0d","Target Data",2007,"United States, Chicago",41.85003,-87.65005
"c255a114cb4211e5282d95381f11ddd9","Treparel.com",2007,"The Netherlands, Delft",51.997,4.385
"900ff950cc3932d11ed5456eb3024265","Upsight, Inc.",2007,"United States, San Francisco",9.99299,-84.12934
"f885680008092ade6881c73d1a005dc0","User Local",2007,"Japan, Tokyo",35.6895,139.69171
"eca436fbfc1d907315f8c70a7da55702","velos",2007,"United States, New York",43.00035,-75.4999
"3a030c6ef5e00e25c8a0e0978b111211","Videntifier Technologies",2007,"Iceland, Reykjavík",64.1203,-21.8892
"fd9ac00c92a278700659e069829af195","Videology",2007,"United States, Baltimore",39.29038,-76.61219
"ff010545255ac1282fcc2eda4909bb0a","WorkDigital Ltd",2007,"United Kingdom, London",51.50853,-0.12574
"2a41d009fc4295ad6eaaa22dd922a202","Zaloni",2007,"United States, Durham",35.99403,-78.89862
"109994807e6bf3752daf1855167a8350","Zauber",2007,"Argentina, Buenos Aires",-34.61315,-58.37723
"e169629e653ceb9f1e7e6556b0905df9","7Puentes",2008,"Argentina, Banfield",42.46365,-85.28861
"7f4b18c90ee99390c2ee21ce04a64f95","Applied Logic US Inc.",2008,"Nigeria, Abuja",9.05785,7.49508
"13075f6f9ea87579619d4cea72fe351a","Arcametrics Systems, Inc. (acquired by MediaMath 11/14)",2008,"United States, Raleigh",35.7721,-78.63861
"61a58dd23f57ac8e0a691f7e57a953a4","Ayasdi",2008,"United States, Menlo Park",37.45383,-122.18219
"f267a617e1cefa6eb4409adb8ff09caf","Cloudera",2008,"United States, Palo Alto",37.5783,-122.3498
"5ac20062e882dbd2ffc63b3de7657152","Dataspora",2008,"United States, Cambridge",42.366,-71.0767
"4147e098cda3a9a674c2cf81b72bb3dc","Diginome Inc",2008,"United States, San Francisco",9.99299,-84.12934
"408774748be8414eddd680e7e9d6a89e","Direct One",2008,"Brazil, São Paulo",-23.5475,-46.63611
"8249b0c7e37fa685230ed50083d3fbf4","Driven, Inc. formerly Concurrent, Inc.",2008,"United States, San Francisco",37.7793,-122.4104
"ce4dd3d433fe8bb35e93201886fdf6b8","Flytxt",2008,"The Netherlands, Nieuwegein",52.02917,5.08056
"07b531c8536ad73c91da74d42e1d366c","IntelliGrape Software",2008,"India, Noida",28.58,77.33
"98391502a264f4dc352bdf35d497421c","Kontexto",2008,"Canada, Toronto",45.3485,-75.9204
"562d56275b32d10705540b76e8a48534","Lokad",2008,"France, Paris",48.8881,2.3211
"6620872f465700f0b89ce86b34b15d19","Malvern Media",2008,"United States, New York",43.00035,-75.4999
"6994a0485f10afcdcc99da290b8d8aac","Navegg",2008,"Brazil, Curitiba",-25.42778,-49.27306
"df020cfe17c5809eccaa016ef329e670","NicePeopleAtWork",2008,"Spain, Barcelona",41.38879,2.15899
"9cdf523e30555a46321bd6f65924b202","Nousco",2008,"South Korea, Seoul",37.566,126.9784
"c2ed107961151196303c40096cbdc9b0","NuMedii",2008,"United States, Menlo Park",37.45,-122.18
"528ab8135f384bc55b04c668b2301def","Rhiza, Inc.",2008,"United States, Pittsburgh",40.4277,-79.9659
"75ce7ea51d3ae4a810fd88625b35bbb8","Silentale",2008,,,
"473f057a085027d657ead5b4c0e60032","Socialmetrix",2008,"United States, Miami",25.77427,-80.19366
"28c5b9eb35c29eec970d7dc4a8e4c155","Sogamo",2008,"Singapore, Singapore",1.28967,103.85007
"36c8f9e315f6eac50e960d103593e307","Spire Technologies",2008,"India, Bangalore",-34.40928,148.62877
"b5df3659f3b459260e864edf3bbbd385","Sybaris Analytics",2008,"Canada, Toronto",43.70011,-79.4163
"c86866c2efdd720888875d6291904030","Treato",2008,"Israel, Or Yehuda",32.02923,34.85788
"e9d39ea73c04364d71a8a81cfaa189b7","XB Global Corp ",2008,,,
"3210cdf21434d83dfdaa8dd287496a96","Accentix",2009,"Brazil, Barueri",-23.51056,-46.87611
"4ca5b9d573d4975979a08eb66cae833f","Acunu",2009,"United Kingdom, London",51.50853,-0.12574
"01b2eea469a9076d7a29fbccff5fd129","ADTELLIGENCE",2009,"Germany, Mannheim",49.49671,8.47955
"8a5881353d5bced3bcb673107c87dfa8","Aerospike",2009,"United States, Mountain View",38.00881,-122.11746
"d8a1413f19a4f65fd6fe142b17077602","Alynome",2009,"United States, San Diego",32.71533,-117.15726
"3d41064546bc605d6a34f511187b3f68","Apixio",2009,,,
"c6685b4c61277be9d6835f1b3af9aff2","Beanstalk Data",2009,"United States, Charlotte",35.22709,-80.84313
"86d8d0cb9ef40f4ee9817a9a4f92813b","Burt",2009,"Sweden, Gothenburg",59.3379,18.0366
"61ce12c63c0ee5ca502c1bf2955e1190","C3 Energy",2009,"United States, Redwood City",37.48522,-122.23635
"4b2ce5e4324d51929f1906f6b1635bf7","Clogeny Technologies",2009,"India, Pune",18.51957,73.85535
"64728f1758bf6c3db4cf88f73de70ab7","Datameer",2009,"United States, San Francisco",9.99299,-84.12934
"12c477390bdd14a94a41f2b19b4ec2cd","Datascope Analytics",2009,"United States, Chicago",41.85003,-87.65005
"67df6426dea64a96013aa65b4991c73b","EvoApp",2009,"United States, Durham",35.99403,-78.89862
"484fe605cbb3dc7d7281d8fbbf1d7f95","Five Cool",2009,"United Kingdom, London",51.50853,-0.12574
"776857aaf83a0c7b7906155b47cb16aa","Infochimps",2009,"United States, Austin",30.2735,-97.7589
"caa71cbf462a3a80d16001898e120d32","InnoQuant",2009,"Spain, Barcelona",41.38879,2.15899
"5d0a957d5ed83ef93896c8dd06365307","Mintigo",2009,"United States, San Mateo",37.563,-122.3255
"02238db83c9951ef44a95a9282964b3d","NRGene",2009,"Israel, Ness Ziona",31.92933,34.79868
"a97e98f208fb110ad4866240b2f6ead6","Paradigm4, inc.",2009,"United States, Waltham",53.51245,-0.09341
"eb08a812205d72b6aca7c7f7e1bd6c24","Salviol",2009,"United Kingdom, London",51.50853,-0.12574
"a0bab98dbe30402a7f9e2928fde5e769","Solink",2009,"Canada, Ottawa",45.41117,-75.69812
"b0b149ce1f3c9e92a1b9a828d06671dc","SpaceCurve",2009,"United States, Seattle",47.6016,-122.3338
"caf0dab653f22c574c325286f46800c2","Talkwalker",2009,"Luxembourg, Luxembourg",49.61167,6.13
"e6a9ba55205c0cee9e78e10824878058","The Marketing Science Department",2009,,,
"bb241da51015e90d574350bbd0a161a7","Tidemark",2009,"United States, Redwood City",37.48522,-122.23635
"b04be5595a6af75d5c815008b2f1396f","TransOrg Analytics",2009,"India, Gurgaon",28.4601,77.02635
"1d666cb31ab390b2a6169b2b0648d186","VisiTrend",2009,"United States, Cambridge",-37.9,175.46667
"60cbbd191b5d1e85ab85fdc84fa68319","Alteryx, Inc.",2010,"United States, Irvine",33.66946,-117.82311
"9632dcc593095d203a24240408c129ca","ALTILIA",2010,,,
"51ceeb01ee286bbfd44ba410c1d76309","Aver, Inc",2010,"United States, Columbus",39.96118,-82.99879
"b69f4aa792e94926a286bfce03c1106e","Bad Juju Games, Inc.",2010,"United States, Aliso Viejo",33.56504,-117.72712
"310a79aaab2e546afd598a9cf4a38593","BillGuard",2010,"United States, New York",43.00035,-75.4999
"1a72b562df2dbe128c1517269ae1aaec","Celmatix",2010,"United States, New York",43.00035,-75.4999
"2df0cb68d06ac4da6eda73fed3e8e885","Content Fleet",2010,"Germany, Hamburg",53.57532,10.01534
"bbe2144f6ec2696f3bee8c021b963ff4","Cxense",2010,"Norway, Oslo",59.91273,10.74609
"400541276d9d0f458eb31dea75a994a7","Cyberlightning Ltd.",2010,"Finland, Oulu",65.01236,25.46816
"c350b77e58ae794d7dc278405705740a","Cyclica",2010,"Turkey, Çan",40.03328,27.05236
"f8aa643a5f4fe85708b2adf42c2f680f","Decooda",2010,"United States, Atlanta",33.749,-84.38798
"8d7315dcff360b021333712907006126","Deep Information Sciences, Inc.",2010,"United States, Boston",42.35843,-71.05977
"4a5e0cc773e472968023ab69d34ea12a","Discourse Analytics",2010,"United States, Washington",38.8964,-77.073
"a88c5e87d5d879ae4a7a271dd7c1b96c","Ez-XBRL Solutions",2010,"United States, Manassas",38.75095,-77.47527
"db2327b1c5d1379f4ab221664b9015b2","Gazzang",2010,"United States, Austin",30.2685,-97.7431
"3ab24e9df7f0a75f86af2a114cfdab0c","Greenbird Integration Technology",2010,"Norway, Oslo",59.91273,10.74609
"b2a4458653e63cbc5196f5c1c2f89613","GreenCloud",2010,"United States, New York",40.7506,-73.9787
"62e9ae9769434ca7fbad92bc5758deaa","Identified",2010,"United States, San Francisco",9.99299,-84.12934
"ddbca4e002261ef9da4118613851155a","IKANOW",2010,,,
"ce1453d31ab63c605ed0de6320a43668","Illuminate360",2010,"United States, Atlanta",33.749,-84.38798
"26f5b808b20bf18425460f0860ad5fe5","iyotta Software",2010,"India, Bangalore",-34.40928,148.62877
"3a15505f48f10afab3bc3806f1f690fd","Jirafe",2010,"United States, New York",40.7291,-73.9982
"26d6eeaf32e54c5b16fc872366c492b5","JustOne Database Inc.",2010,"United States, San Francisco",9.99299,-84.12934
"799d142f2d6ba6725ff3e617d20e889b","Karmasphere",2010,"United States, Cupertino",37.323,-122.03218
"9b6a9af89843331fdc0caf825134c3fb","Knowledgent",2010,"United States, New York",43.00035,-75.4999
"1b50aa605932df39cdf560bd6fa02930","Kyruus",2010,"United States, Boston",42.35843,-71.05977
"45f2922e213d0c0e6c20c18066d69de3","Massive Analytic",2010,"United Kingdom, London",51.50853,-0.12574
"13a39eefe083b64e19e5d7b4fb21e28d","Media Injection",2010,"The Netherlands, Amsterdam",52.37403,4.88969
"425351e317b3e76c2213e21273424779","Metric Insights",2010,"United States, San Francisco",9.99299,-84.12934
"43ac9159a36fe490076b1b22f9fcf4d0","Mobilewalla",2010,"United States, Atlanta",33.9594,-84.2998
"4be69e566f83c0bfdc99c4f6407d8a2a","Nara Logics",2010,"United States, Cambridge",-37.9,175.46667
"546e7ca5dc0a30074581c8c57cafc484","Nube Technologies",2010,"India, Noida",28.58,77.33
"2e1254bf35422bb69bacaaabd6a9e29c","Precog",2010,"United States, Boulder",40.01499,-105.27055
"09db76ac40d3f28b3130e2b7ade09141","Purple Orange LLC",2010,"United States, Chicago",41.85003,-87.65005
"8c8936604697fb643c73dbeaf27926a6","Ravel",2010,"United States, Austin",30.26715,-97.74306
"e67cc4921243a94a3d77cebe4c09814a","ScaleBase",2010,"United States, Newton",52.18106,-2.72982
"ffd6f48b1f7add43b087a0a1c1521a1b","Sisense",2010,"United States, New York",43.00035,-75.4999
"4ee4f7a64abace7b5d6788a01828ed21","Social Media Broadcasts (SMB) Limited",2010,"Hong Kong, Hong Kong",22.28552,114.15769
"92080cc34e333fb89542d97ca5a15fe0","Sumo Logic",2010,"United States, Redwood City",37.4927,-122.2278
"3c18f6bc70f36ddceb69962fc647478f","Think Big Analytics",2010,"United States, Mountain View",37.4049,-122.1132
"281b5a1ba00779d7faf3382360f0d05c","945signals",2011,"India, Erode",11.34,77.55
"b33a5d703bdd0924163599eb5b3c89ce","Aimeesoft",2011,"United States, Fort Collins",40.58526,-105.08442
"ffcb23d4af1880dac8adb56e7ed1f9b4","Alpine Data Labs",2011,"United States, San Francisco",9.99299,-84.12934
"3c1bdd23fa740f95567f3aacd3c27e4f","Amassare",2011,"Israel, Haifa",32.81841,34.9885
"55554c88f7f0546cf755b6b6a8aaf5c9","Apptopia",2011,"United States, Boston",42.3584,-71.0598
"c60a4460d2f321d5b639758ce6944c43","Ars Praxia",2011,"South Korea, Seoul",37.566,126.9784
"a9178530a91268a9f795a76f117c1943","Atomic Tower",2011,"United States, Boston",42.35843,-71.05977
"daa38df49e1875b3746c27e4924123f2","Bityota",2011,"United States, Mountain View",37.4187,-122.0787
"d7565daeac8359af09078106b06891d6","Boxever",2011,"Ireland, Dublin",53.33306,-6.24889
"73752ac224fefdebc59cd6c7e1ff6c30","Cause Analytics",2011,"United Kingdom, London",51.50853,-0.12574
"7115462fac8a6838eb39dc22684485fd","ClearStory Data",2011,"United States, Menlo Park",37.45383,-122.18219
"0aec3cfe106e4b4d0c264a46451c4dfb","Clinical Data Inc.",2011,,,
"0541cefb25dbee6be40635b0b8ac8c4f","CloudPhysics",2011,"United States, Mountain View",37.4065,-122.1089
"b1304fdf0b2009abecf542ce7fdf5cf7","Content Savvy",2011,"United States, Amherst",42.9645,-78.7846
"4359e756b91a03db72594261bc1e5da7","D.A.M. Good Media Limited",2011,"United Kingdom, Eastleigh",50.96667,-1.35
"4720210e65df2c4a92aff08f19482e9d","Deep Blue Analytics",2011,"United States, New York",43.00035,-75.4999
"80ae909329768d7d62e33eef5c7ba7ff","DrivingBuddy",2011,,,
"58a0a62c47ddcf7561fe5790f071cf4d","Effilogics Technologies",2011,"Spain, Barcelona",41.38879,2.15899
"44e3476dacef5f2b82690d539966442b","Empirical Synergies",2011,,,
"e9eea94c8a9b48aa71183d5d9e19aadc","ERN",2011,"United Kingdom, London",51.50853,-0.12574
"3b93b51fbbab1ef2850730bd5e35b1f8","Exacaster",2011,"Lithuania, Vilnius",54.68916,25.2798
"67e95dd33b38641456a228d428b1cfe2","FORMCEPT",2011,"India, Bangalore",-34.40928,148.62877
"2510e0d60dda4f976307c9c5c582b85c","Granify",2011,"Canada, Edmonton",53.5442,-113.5034
"30749fcf312bf519c844d941b928322a","Grove Streams",2011,"United States, Maple Grove",45.0725,-93.4558
"feddc670aa257880faefae168efd3e8a","Growth Intelligence",2011,"United Kingdom, London",51.5189,-0.1027
"b0210b0d843773fa0bfd44b13d468d1c","Health Fidelity",2011,"United States, San Mateo",14.6982,121.1236
"7ff8e1c431f2d942fe3fabd530c87610","HitFox Group",2011,"Germany, Berlin",52.52437,13.41053
"12b3691843ee4a4875bc46df9f9f7b07","Jigsaw Academy",2011,"India, Bangalore",-34.40928,148.62877
"d237d8376ff4d4064d4cb34214ad954f","Kahuna",2011,"United States, Redwood City",37.48522,-122.23635
"f334f8ced90852108fb7a0eec3cb85b7","karmadata",2011,"United States, Hingham",52.57316,0.98269
"b05fe6b2ce1ff2cd263294e94e199fdf","KitLocate",2011,"Israel, Herzliya",32.1656,34.8126
"61f1e95b8e4473daf54421f6beb1288a","knf Technologies",2011,"United States, San Martin",37.08495,-121.61022
"23f399542e8439d3e35c739dc7d6ac74","LocalSense",2011,"United States, Orem",40.2969,-111.69465
"72866727a91d42485f593c31dafe4c8a","Locus Labs",2011,"Singapore, Singapore",1.2837,103.8145
"696c48afc5339a607806446c57408d5e","Lucky Sort",2011,"United States, Portland",45.52345,-122.67621
"aab5877f07d86c7cc5934d4a87f5aeb1","MarketYze",2011,,,
"73fd853b62dbf941a0e0c916f2aefa8b","Mazira",2011,"United States, Iowa City",41.66113,-91.53017
"430f94de0dc245708487aa23040ec472","MemSQL",2011,"United States, San Francisco",9.99299,-84.12934
"298ba8ae3afad16c0401f2a4e2eb3c3a","Meteo-Logic",2011,"Israel, Tel Aviv",32.08088,34.78057
"49e367e4715ff1f53653edf5ce381389","Netwave",2011,"France, Toulouse",43.60426,1.44367
"1301beb1c9ec7570c72a7c77529ebab8","NFLabs",2011,"South Korea, Seoul",37.566,126.9784
"5466345f93006e6c911387ac5b215d1e","Nodeable",2011,"United States, San Francisco",9.99299,-84.12934
"f98644fec533841fa19a93ce12c9d48b","nuOctave",2011,"United States, New York",43.00035,-75.4999
"1dc1199aebc0f3dd5d3ea2ce9732be0b","ParStream",2011,"United States, Cupertino",37.323,-122.03218
"1b47edbc234104392a940d7323aa394d","Platfora",2011,"United States, San Mateo",37.5548,-122.3172
"6c0eb77a09eb7cfb05e628262ab31c07","Prior Knowledge",2011,"United States, San Francisco",9.99299,-84.12934
"de2fd23094752ca1421c8685472a5cb4","QuanticMind",2011,"United States, Redwood City",37.48522,-122.23635
"74758a17740e66fd8819e37a2dbab03e","Radoop",2011,"Hungary, Budapest",47.49801,19.03991
"faa02ea0b34812e241314833138c4dae","Relevvant",2011,"United States, San Francisco",9.99299,-84.12934
"b8affcc7c2834ab13ee1a35e152ea2ed","Salezeo",2011,"France, Paris",48.85341,2.3488
"1dd83c6ccf6b318e3754100cd6af13e4","SindiceTech",2011,"Ireland, Galway",44.73342,-78.51626
"eea6988da421c067c82df8508b12142d","Snowplow Analytics",2011,"United Kingdom, London",51.5228,-0.0818
"8ccddf69ef69bd65b342cf27c9cde36b","Spoonity",2011,"Canada, Ottawa",45.41117,-75.69812
"b8f28a903be4fed586c73eabeead032c","Takipi",2011,"Israel, Tel Aviv",32.0662,34.7778
"798fa1c79f478e3e58e3908cfd54f576","TalkingData",2011,"China, Beijing",39.9075,116.39723
"856bd4d4a43aa39577cbce44d7ffc209","Tellmeplus",2011,"United States, San Francisco",9.99299,-84.12934
"bdd0fee9c28d5a0fc1f3f74ed982ee8a","TrendSpottr",2011,"Canada, Toronto",43.70011,-79.4163
"a110175c616c5b51404c07cdd4dc013a","Trendwise Analytics",2011,"India, Bangalore",-34.40928,148.62877
"3bfb716ce13bacf783416b4bf26467fd","Tresata",2011,"United States, Charlotte",35.22709,-80.84313
"724700980ed822d9476e33a9358f8f17","TROVE Predictive Data Science",2011,"United States, Delray Beach",26.46146,-80.07282
"b8fa40fcbd49e32d4c0deaa08b7374e9","Turing Data",2011,"Greece, Athens",38.0362,23.7979
"e7b39967e66157c048cd5557c949c190","Valiance Solutions",2011,"India, Noida",28.58,77.33
"03ed2e898d7b2a5fe19e41ced3f08060","visalyze",2011,"Austria, Innsbruck",47.26266,11.39454
"f7a9b5d4ac84330f14604b399bac3df9","Vital AI",2011,"United States, New York",43.00035,-75.4999
"2855aebbe3b63bc8cc3999c152aa14e8","VoloMetrix",2011,"United States, Seattle",47.60621,-122.33207
"237a7f6c6c55a23bdf7113be2d7692af","W3M Labs",2011,"Brazil, Sorocaba",-23.50167,-47.45806
"5bfef0b232871cfe1b982d94813a2650","Wynyard Group",2011,"New Zealand, Auckland",-36.86667,174.76667
"b1ea7f926c16a5f497dea01aa7fbe46f","Zignal Labs",2011,"United States, San Francisco",9.99299,-84.12934
"5ac72a7fb3cab45882b4420ee441826d","1Datapoint Diagnostics",2012,"Canada, Toronto",43.70011,-79.4163
